dates,number_of_contributors,number_of_commits,number_of_new_contributors,number_of_contributor-domains,number_of_new_contributor-domains,number_of_open_PRs,number_of_closed_PRs,number_of_merged_PRs,number_of_open_issues,number_of_closed_issues,number_of_issue_comments,number_of_stargazers,number_of_forks
2018-04-01,3,29,0,2,0,4,1,3,16,13,136,1,0
2018-05-01,6,32,2,4,2,23,0,20,31,24,62,18,1
2018-06-01,4,47,1,2,0,12,0,13,24,27,221,39,0
2018-07-01,3,19,0,2,0,9,3,6,18,19,113,363,6
2018-08-01,5,10,2,3,1,3,0,3,13,10,75,87,5
2018-09-01,4,12,2,2,0,8,1,7,19,21,215,228,3
2018-10-01,4,67,2,3,1,16,6,9,34,35,371,189,5
2018-11-01,2,14,0,2,0,8,2,5,26,14,274,315,3
2018-12-01,7,43,5,4,2,10,1,11,35,34,390,222,9
2019-01-01,5,14,3,3,2,8,0,6,32,15,128,243,7
2019-02-01,6,28,3,3,2,15,1,10,48,34,452,304,10
2019-03-01,8,20,6,4,3,13,1,12,26,24,184,258,5
2019-04-01,1,1,0,1,0,10,1,1,22,2,88,180,8
2019-05-01,8,14,4,3,0,0,0,9,10,18,108,159,3
2019-06-01,5,20,3,4,1,14,3,8,26,21,132,150,9
2019-07-01,3,29,0,2,0,15,3,15,31,28,201,156,2
2019-08-01,13,45,10,7,3,16,3,14,32,37,344,237,10
2019-09-01,7,50,4,2,0,5,0,6,32,52,481,200,7
2019-10-01,4,18,3,4,1,5,1,3,28,15,217,248,9
2019-11-01,5,24,3,3,1,4,0,4,22,20,147,132,8
2019-12-01,3,30,0,2,0,4,0,4,16,20,159,160,4
2020-01-01,9,34,5,6,3,8,1,8,18,19,163,134,10
2020-02-01,3,11,1,3,1,3,0,2,20,9,97,130,11
2020-03-01,7,40,5,3,1,22,6,10,48,27,224,142,7
2020-04-01,2,33,0,2,0,24,17,3,55,39,217,133,7
2020-05-01,3,16,2,2,1,17,13,3,37,33,173,159,7
2020-06-01,2,12,1,2,0,15,13,1,25,18,67,123,7
2020-07-01,3,10,2,3,2,13,11,2,25,18,85,140,6
2020-08-01,4,18,3,2,0,17,12,3,41,34,149,187,11
