dates,number_of_contributors,number_of_commits,number_of_new_contributors,number_of_contributor-domains,number_of_new_contributor-domains,number_of_open_PRs,number_of_closed_PRs,number_of_merged_PRs,number_of_open_issues,number_of_closed_issues,number_of_issue_comments,number_of_stargazers,number_of_forks
2015-06-01,2,20,0,2,0,0,0,0,1152,838,8436,0,0
2015-07-01,2,13,1,1,0,0,0,0,8,23,100,6,3
2015-08-01,1,2,0,1,0,0,0,0,8,3,24,5,0
2015-09-01,0,0,0,0,0,1,0,0,12,4,78,8,1
2015-10-01,0,0,0,0,0,1,0,0,14,4,35,5,2
2015-11-01,0,0,0,0,0,0,0,0,8,3,24,8,2
2015-12-01,0,0,0,0,0,0,0,0,8,4,40,8,0
2016-01-01,3,23,0,2,0,0,0,0,6,3,12,9,0
2016-02-01,1,13,0,1,0,0,0,0,7,12,45,3,2
2016-03-01,3,3,1,2,1,1,0,1,5,3,28,4,1
2016-04-01,0,0,0,0,0,0,0,0,21,8,87,6,0
2016-05-01,0,0,0,0,0,0,0,0,10,4,37,4,2
2016-06-01,2,34,0,1,0,2,2,0,16,18,20,5,1
2016-07-01,3,44,0,2,0,1,1,0,13,21,55,9,2
2016-08-01,2,41,0,2,0,0,0,0,13,5,90,4,0
2016-09-01,1,2,0,1,0,0,0,0,5,6,37,11,0
2016-10-01,0,0,0,0,0,0,0,0,11,1,19,11,1
2016-11-01,1,2,0,1,0,0,0,0,7,3,25,10,3
2016-12-01,1,1,0,1,0,0,0,0,6,2,16,7,4
2017-01-01,0,0,0,0,0,0,0,0,6,5,26,4,2
2017-02-01,2,53,0,2,0,0,0,0,13,15,107,8,1
2017-03-01,8,131,5,4,1,5,2,3,34,37,174,12,6
2017-04-01,8,102,3,5,2,7,2,5,23,19,73,9,6
2017-05-01,2,6,0,2,0,0,0,0,10,12,41,10,4
2017-06-01,2,10,0,2,0,2,0,0,14,5,28,4,3
2017-07-01,4,31,1,3,1,1,0,1,13,14,50,7,3
2017-08-01,4,18,0,3,0,4,0,2,12,7,41,4,2
2017-09-01,0,0,0,0,0,0,0,0,5,3,22,4,6
2017-10-01,1,1,1,1,1,2,0,0,4,1,9,7,1
2017-11-01,2,2,2,2,2,3,0,0,12,2,28,9,3
2017-12-01,0,0,0,0,0,0,0,0,1,0,0,4,1
2018-01-01,3,36,1,2,1,0,0,0,9,8,25,7,2
2018-02-01,5,21,2,5,2,2,2,5,14,26,56,9,2
2018-03-01,3,9,0,3,0,1,0,0,7,4,22,9,3
2018-04-01,5,70,2,5,2,3,1,3,31,44,212,13,6
2018-05-01,3,48,1,3,1,5,0,6,17,26,87,8,6
2018-06-01,2,39,1,2,1,2,1,2,16,11,33,3,0
2018-07-01,2,18,0,2,0,1,0,1,10,5,17,10,4
2018-08-01,1,30,0,1,0,2,0,0,12,18,54,16,5
2018-09-01,1,15,0,1,0,1,0,0,7,2,37,6,1
2018-10-01,1,26,0,1,0,1,1,0,9,2,8,10,1
2018-11-01,1,19,0,1,0,1,1,0,5,1,6,5,1
2018-12-01,1,23,0,1,0,1,1,0,11,7,50,7,0
2019-01-01,1,20,0,1,0,0,0,0,11,14,95,10,2
2019-02-01,1,73,0,1,0,5,4,4,15,16,26,12,3
2019-03-01,1,9,0,1,0,0,0,0,6,6,34,4,7
2019-04-01,1,1,0,1,0,1,0,0,4,1,6,9,6
2019-05-01,1,6,0,1,0,1,1,0,3,2,6,9,6
2019-06-01,1,68,0,1,0,0,0,0,4,4,37,11,3
2019-07-01,3,21,2,3,1,5,0,3,11,6,35,9,2
2019-08-01,0,0,0,0,0,0,0,0,2,0,9,6,3
2019-09-01,0,0,0,0,0,0,0,0,4,1,9,11,1
2019-10-01,1,1,1,1,1,2,0,0,3,5,15,6,2
2019-11-01,5,18,4,4,1,5,1,4,9,6,16,7,5
2019-12-01,1,12,0,1,0,2,0,0,4,2,7,7,3
2020-01-01,2,65,1,2,1,2,0,1,8,2,11,9,2
2020-02-01,4,21,1,4,1,4,2,3,12,8,49,10,4
2020-03-01,2,5,1,2,0,2,1,1,7,3,14,6,4
2020-04-01,4,19,1,4,1,2,2,2,5,12,22,8,3
2020-05-01,4,25,1,4,1,2,1,0,7,7,13,15,1
2020-06-01,7,35,4,4,0,5,0,4,12,7,17,10,4
2020-07-01,1,2,0,1,0,0,1,1,3,7,18,11,3
2020-08-01,1,6,0,1,0,0,0,0,11,8,18,11,2
